''''recordId,surveyId,district,enumeratorId,surveyDate,age,gender,education,employmentStatus,householdSize,weeklyHours,monthlyIncome,_plantedAnomaly,_plantedFlags
REC_00490,PLFS_2026,Trichy,E108,2026-07-01,29,Male,Higher Secondary,Self-Employed,4,48,22357,False,
REC_00491,PLFS_2026,Salem,E101,2026-07-01,40,Male,Post Graduate,Unemployed,3,0,0,False,
REC_00492,PLFS_2026,Trichy,E103,2026-07-01,26,Female,Graduate,Employed,2,42,32126,False,
REC_00493,PLFS_2026,Salem,E106,2026-07-01,39,Female,Graduate,Employed,3,47,26147,False,
REC_00494,PLFS_2026,Madurai,E106,2026-07-01,48,Female,Post Graduate,Employed,4,42,39759,False,
REC_00495,PLFS_2026,Chennai,E108,2026-07-01,53,Male,Higher Secondary,Employed,3,48,21689,False,
REC_00496,PLFS_2026,Coimbatore,E101,2026-07-01,43,Male,Post Graduate,Employed,3,45,224059,True,planted_income_spike
REC_00497,PLFS_2026,Trichy,E103,2026-07-01,26,Female,Higher Secondary,Employed,2,34,16849,False,
REC_00498,PLFS_2026,Salem,E106,2026-07-01,45,Female,Below Primary,Employed,2,42,13483,False,
REC_00499,PLFS_2026,Trichy,E106,2026-07-01,42,Male,Post Graduate,Unemployed,3,0,0,False,
