recordId,surveyId,district,enumeratorId,surveyDate,age,gender,education,employmentStatus,householdSize,weeklyHours,monthlyIncome,_plantedAnomaly,_plantedFlags
HIST_01534,PLFS_2026,Salem,E104,2025-07-01,51,Male,Higher Secondary,Employed,3,45,26205,False,
HIST_01535,PLFS_2026,Coimbatore,E107,2024-08-01,32,Male,Higher Secondary,Employed,3,44,25006,False,
HIST_01536,PLFS_2026,Chennai,E102,2024-03-01,45,Female,Post Graduate,Self-Employed,3,45,35174,False,
HIST_01537,PLFS_2026,Chennai,E106,2024-05-01,20,Female,Graduate,Employed,4,60,23051,False,
HIST_01538,PLFS_2026,Chennai,E105,2024-02-01,28,Male,Graduate,Self-Employed,2,50,30511,False,
HIST_01539,PLFS_2026,Salem,E106,2025-10-01,36,Male,Post Graduate,Unemployed,2,0,0,False,
HIST_01540,PLFS_2026,Trichy,E104,2024-04-01,39,Female,Below Primary,Employed,5,34,8321,False,
HIST_01541,PLFS_2026,Coimbatore,E106,2024-05-01,56,Female,Secondary,Employed,3,54,17445,False,
HIST_01542,PLFS_2026,Coimbatore,E103,2025-08-01,36,Female,Secondary,Unemployed,4,0,0,False,
HIST_01543,PLFS_2026,Chennai,E106,2024-10-01,33,Male,Higher Secondary,Self-Employed,2,47,20841,False,
HIST_01544,PLFS_2026,Trichy,E108,2025-09-01,36,Male,Graduate,Employed,2,57,32909,False,
HIST_01545,PLFS_2026,Coimbatore,E101,2024-11-01,49,Male,Secondary,Self-Employed,3,31,25030,False,
HIST_01546,PLFS_2026,Madurai,E101,2024-06-01,37,Female,Graduate,Employed,3,48,34535,False,
HIST_01547,PLFS_2026,Madurai,E101,2025-06-01,37,Female,Higher Secondary,Employed,5,53,17263,False,
HIST_01548,PLFS_2026,Coimbatore,E106,2025-01-01,29,Female,Below Primary,Employed,5,23,11641,False,
HIST_01549,PLFS_2026,Salem,E105,2025-11-01,20,Male,Post Graduate,Employed,3,42,35277,False,
HIST_01550,PLFS_2026,Madurai,E106,2025-07-01,31,Male,Higher Secondary,Employed,2,63,30216,False,
HIST_01551,PLFS_2026,Madurai,E103,2025-03-01,24,Female,Higher Secondary,Self-Employed,6,41,22568,False,
HIST_01552,PLFS_2026,Madurai,E104,2025-12-01,37,Male,Below Primary,Employed,3,52,12302,False,
HIST_01553,PLFS_2026,Trichy,E102,2025-10-01,32,Male,Graduate,Self-Employed,2,37,18808,False,
HIST_01554,PLFS_2026,Coimbatore,E103,2024-02-01,38,Male,Higher Secondary,Self-Employed,2,42,28028,False,
HIST_01555,PLFS_2026,Madurai,E101,2024-04-01,52,Female,Post Graduate,Employed,3,44,52287,False,
HIST_01556,PLFS_2026,Madurai,E107,2024-08-01,44,Male,Below Primary,Employed,3,33,12945,False,
HIST_01557,PLFS_2026,Coimbatore,E105,2025-11-01,47,Male,Graduate,Self-Employed,3,47,25963,False,
HIST_01558,PLFS_2026,Chennai,E108,2025-09-01,35,Female,Higher Secondary,Unemployed,1,0,0,False,
HIST_01559,PLFS_2026,Coimbatore,E106,2024-01-01,30,Male,Below Primary,Employed,4,38,12865,False,
HIST_01560,PLFS_2026,Coimbatore,E104,2024-01-01,35,Female,Higher Secondary,Unemployed,2,0,0,False,
HIST_01561,PLFS_2026,Chennai,E103,2025-01-01,30,Female,Graduate,Employed,4,49,31596,False,
HIST_01562,PLFS_2026,Madurai,E102,2024-11-01,18,Male,Post Graduate,Employed,5,40,35280,False,
HIST_01563,PLFS_2026,Chennai,E107,2025-06-01,65,Female,Below Primary,Employed,4,41,6707,False,
HIST_01564,PLFS_2026,Trichy,E102,2024-07-01,54,Male,Secondary,Self-Employed,2,36,16807,False,
HIST_01565,PLFS_2026,Madurai,E101,2025-06-01,54,Female,Higher Secondary,Employed,5,43,23356,False,
HIST_01566,PLFS_2026,Madurai,E104,2025-09-01,30,Male,Below Primary,Employed,4,45,14325,False,
HIST_01567,PLFS_2026,Chennai,E102,2024-04-01,49,Female,Higher Secondary,Self-Employed,4,42,25264,False,
HIST_01568,PLFS_2026,Madurai,E107,2025-10-01,36,Male,Secondary,Employed,2,41,18304,False,
HIST_01569,PLFS_2026,Trichy,E105,2025-10-01,48,Female,Secondary,Employed,3,35,18204,False,
HIST_01570,PLFS_2026,Salem,E106,2025-08-01,39,Male,Below Primary,Unemployed,4,0,0,False,
HIST_01571,PLFS_2026,Chennai,E104,2024-02-01,30,Male,Secondary,Employed,3,36,20515,False,
HIST_01572,PLFS_2026,Madurai,E103,2025-08-01,55,Male,Post Graduate,Employed,3,43,49147,False,
HIST_01573,PLFS_2026,Madurai,E107,2024-03-01,44,Female,Higher Secondary,Employed,4,35,24986,False,
HIST_01574,PLFS_2026,Madurai,E107,2025-03-01,26,Male,Higher Secondary,Unemployed,2,0,0,False,
HIST_01575,PLFS_2026,Madurai,E104,2024-03-01,35,Female,Secondary,Unemployed,2,0,0,False,
HIST_01576,PLFS_2026,Trichy,E103,2025-02-01,18,Male,Higher Secondary,Self-Employed,5,38,25770,False,
HIST_01577,PLFS_2026,Coimbatore,E107,2024-01-01,37,Male,Below Primary,Employed,4,43,14909,False,
HIST_01578,PLFS_2026,Trichy,E102,2025-10-01,23,Female,Below Primary,Employed,4,53,13719,False,
HIST_01579,PLFS_2026,Chennai,E106,2024-11-01,65,Female,Secondary,Self-Employed,3,52,17618,False,
HIST_01580,PLFS_2026,Madurai,E105,2024-01-01,52,Male,Graduate,Self-Employed,3,41,35314,False,
HIST_01581,PLFS_2026,Madurai,E107,2024-04-01,32,Male,Secondary,Employed,2,40,20228,False,
HIST_01582,PLFS_2026,Salem,E108,2024-04-01,54,Female,Post Graduate,Self-Employed,4,55,27677,False,
HIST_01583,PLFS_2026,Trichy,E105,2025-08-01,32,Male,Below Primary,Employed,3,44,12201,False,
HIST_01584,PLFS_2026,Coimbatore,E103,2024-12-01,46,Female,Graduate,Employed,3,46,27747,False,
HIST_01585,PLFS_2026,Salem,E101,2025-10-01,26,Male,Secondary,Employed,3,43,17405,False,
HIST_01586,PLFS_2026,Trichy,E105,2024-02-01,38,Female,Secondary,Unemployed,4,0,0,False,
HIST_01587,PLFS_2026,Coimbatore,E108,2024-06-01,23,Female,Higher Secondary,Self-Employed,3,67,17432,False,
HIST_01588,PLFS_2026,Trichy,E105,2024-09-01,21,Female,Post Graduate,Self-Employed,4,28,36211,False,
HIST_01589,PLFS_2026,Madurai,E105,2025-09-01,63,Male,Higher Secondary,Employed,1,29,15403,False,
HIST_01590,PLFS_2026,Salem,E102,2025-09-01,48,Male,Below Primary,Unemployed,5,0,0,False,
HIST_01591,PLFS_2026,Chennai,E103,2025-07-01,54,Male,Below Primary,Unemployed,6,0,0,False,
HIST_01592,PLFS_2026,Trichy,E108,2024-01-01,28,Female,Post Graduate,Self-Employed,3,42,36572,False,
HIST_01593,PLFS_2026,Madurai,E108,2025-04-01,51,Male,Graduate,Employed,5,43,34151,False,
HIST_01594,PLFS_2026,Madurai,E101,2025-11-01,42,Female,Post Graduate,Unemployed,4,0,0,False,
HIST_01595,PLFS_2026,Madurai,E101,2025-08-01,62,Female,Secondary,Unemployed,2,0,0,False,
HIST_01596,PLFS_2026,Trichy,E104,2024-06-01,43,Male,Higher Secondary,Self-Employed,5,44,15742,False,
HIST_01597,PLFS_2026,Trichy,E106,2024-02-01,48,Female,Graduate,Employed,4,29,27978,False,
HIST_01598,PLFS_2026,Salem,E102,2024-11-01,18,Male,Post Graduate,Self-Employed,3,37,44150,False,
HIST_01599,PLFS_2026,Chennai,E105,2024-10-01,39,Female,Higher Secondary,Employed,2,52,15691,False,
HIST_01600,PLFS_2026,Chennai,E107,2024-07-01,41,Female,Post Graduate,Self-Employed,2,42,41832,False,
HIST_01601,PLFS_2026,Chennai,E108,2025-08-01,44,Female,Below Primary,Employed,5,44,12735,False,
HIST_01602,PLFS_2026,Trichy,E108,2024-11-01,32,Female,Higher Secondary,Employed,4,48,21567,False,
HIST_01603,PLFS_2026,Salem,E103,2025-01-01,18,Female,Below Primary,Employed,4,47,10367,False,
HIST_01604,PLFS_2026,Coimbatore,E104,2024-03-01,22,Male,Graduate,Employed,5,48,26717,False,
HIST_01605,PLFS_2026,Coimbatore,E101,2024-05-01,24,Female,Secondary,Employed,2,55,18495,False,
HIST_01606,PLFS_2026,Salem,E105,2024-12-01,31,Female,Secondary,Employed,4,38,23403,False,
HIST_01607,PLFS_2026,Salem,E102,2025-03-01,54,Female,Secondary,Employed,3,39,8574,False,
HIST_01608,PLFS_2026,Coimbatore,E101,2024-12-01,20,Male,Below Primary,Employed,2,46,11217,False,
HIST_01609,PLFS_2026,Chennai,E103,2025-01-01,21,Female,Higher Secondary,Self-Employed,3,49,24322,False,
HIST_01610,PLFS_2026,Madurai,E104,2025-04-01,18,Female,Below Primary,Employed,3,33,14164,False,
HIST_01611,PLFS_2026,Trichy,E108,2025-10-01,47,Male,Higher Secondary,Self-Employed,2,38,19970,False,
HIST_01612,PLFS_2026,Coimbatore,E107,2024-05-01,18,Male,Below Primary,Self-Employed,4,42,14328,False,
HIST_01613,PLFS_2026,Madurai,E103,2024-12-01,24,Male,Secondary,Employed,3,32,14384,False,
HIST_01614,PLFS_2026,Salem,E107,2025-08-01,23,Male,Graduate,Employed,5,39,28695,False,
HIST_01615,PLFS_2026,Salem,E108,2024-03-01,33,Female,Secondary,Unemployed,2,0,0,False,
HIST_01616,PLFS_2026,Trichy,E103,2024-08-01,23,Female,Below Primary,Self-Employed,5,38,10840,False,
HIST_01617,PLFS_2026,Madurai,E107,2024-07-01,44,Female,Below Primary,Unemployed,3,0,0,False,
HIST_01618,PLFS_2026,Trichy,E103,2024-07-01,39,Male,Secondary,Employed,1,30,20217,False,
HIST_01619,PLFS_2026,Coimbatore,E101,2024-09-01,50,Male,Secondary,Employed,2,43,19060,False,
HIST_01620,PLFS_2026,Trichy,E104,2024-03-01,46,Male,Graduate,Employed,1,37,26137,False,
HIST_01621,PLFS_2026,Salem,E104,2024-08-01,46,Female,Graduate,Employed,7,43,20120,False,
HIST_01622,PLFS_2026,Trichy,E107,2025-09-01,42,Male,Higher Secondary,Employed,5,45,18010,False,
HIST_01623,PLFS_2026,Salem,E105,2024-12-01,49,Female,Secondary,Employed,4,36,19373,False,
HIST_01624,PLFS_2026,Chennai,E103,2024-02-01,49,Male,Below Primary,Unemployed,5,0,0,False,
HIST_01625,PLFS_2026,Salem,E104,2024-10-01,52,Female,Higher Secondary,Self-Employed,2,48,15971,False,
HIST_01626,PLFS_2026,Chennai,E107,2024-06-01,50,Female,Graduate,Employed,3,55,30751,False,
HIST_01627,PLFS_2026,Salem,E102,2024-04-01,23,Male,Post Graduate,Self-Employed,5,57,44705,False,
HIST_01628,PLFS_2026,Madurai,E106,2024-12-01,28,Female,Post Graduate,Employed,3,46,32651,False,
HIST_01629,PLFS_2026,Salem,E104,2025-09-01,58,Female,Secondary,Employed,4,23,19221,False,
HIST_01630,PLFS_2026,Chennai,E102,2024-05-01,33,Male,Below Primary,Employed,3,42,13936,False,
HIST_01631,PLFS_2026,Madurai,E104,2025-11-01,51,Female,Below Primary,Employed,4,42,11900,False,
HIST_01632,PLFS_2026,Trichy,E106,2024-10-01,38,Female,Secondary,Employed,2,49,19656,False,
HIST_01633,PLFS_2026,Madurai,E101,2024-05-01,56,Male,Graduate,Employed,5,39,32593,False,
HIST_01634,PLFS_2026,Salem,E106,2024-12-01,26,Female,Below Primary,Self-Employed,4,40,9544,False,
HIST_01635,PLFS_2026,Chennai,E108,2025-02-01,41,Male,Secondary,Employed,1,30,17361,False,
HIST_01636,PLFS_2026,Madurai,E105,2024-02-01,38,Male,Secondary,Unemployed,3,0,0,False,
HIST_01637,PLFS_2026,Coimbatore,E108,2025-10-01,42,Male,Secondary,Employed,4,44,22164,False,
HIST_01638,PLFS_2026,Trichy,E107,2025-06-01,42,Female,Graduate,Unemployed,3,0,0,False,
HIST_01639,PLFS_2026,Madurai,E103,2024-01-01,36,Male,Post Graduate,Employed,5,50,48655,False,
HIST_01640,PLFS_2026,Chennai,E108,2025-05-01,34,Female,Higher Secondary,Self-Employed,5,43,28474,False,
HIST_01641,PLFS_2026,Salem,E105,2025-06-01,37,Male,Secondary,Employed,4,56,17303,False,
HIST_01642,PLFS_2026,Trichy,E104,2024-10-01,40,Male,Secondary,Self-Employed,5,43,13244,False,
HIST_01643,PLFS_2026,Salem,E103,2024-09-01,63,Male,Secondary,Self-Employed,3,46,22161,False,
HIST_01644,PLFS_2026,Madurai,E102,2024-01-01,30,Female,Post Graduate,Self-Employed,2,47,24372,False,
HIST_01645,PLFS_2026,Salem,E102,2025-11-01,34,Female,Secondary,Employed,4,42,12443,False,
HIST_01646,PLFS_2026,Trichy,E105,2024-11-01,57,Male,Below Primary,Self-Employed,4,56,11375,False,
HIST_01647,PLFS_2026,Madurai,E105,2024-06-01,27,Female,Below Primary,Employed,4,43,9173,False,
HIST_01648,PLFS_2026,Trichy,E102,2025-12-01,55,Female,Higher Secondary,Self-Employed,3,30,27843,False,
HIST_01649,PLFS_2026,Trichy,E104,2025-03-01,31,Male,Higher Secondary,Employed,3,30,29660,False,
HIST_01650,PLFS_2026,Trichy,E107,2024-05-01,22,Female,Secondary,Unemployed,4,0,0,False,
HIST_01651,PLFS_2026,Coimbatore,E106,2024-05-01,37,Female,Below Primary,Employed,1,38,12450,False,
HIST_01652,PLFS_2026,Coimbatore,E103,2024-06-01,28,Male,Post Graduate,Employed,4,50,45315,False,
HIST_01653,PLFS_2026,Madurai,E105,2024-01-01,23,Female,Secondary,Self-Employed,6,51,17993,False,
HIST_01654,PLFS_2026,Coimbatore,E104,2024-03-01,51,Male,Below Primary,Employed,7,33,11459,False,
HIST_01655,PLFS_2026,Coimbatore,E107,2024-04-01,18,Male,Below Primary,Unemployed,4,0,0,False,
HIST_01656,PLFS_2026,Coimbatore,E107,2024-01-01,30,Male,Below Primary,Self-Employed,1,47,15493,False,
HIST_01657,PLFS_2026,Chennai,E103,2024-08-01,30,Male,Higher Secondary,Employed,4,32,24011,False,
HIST_01658,PLFS_2026,Trichy,E101,2024-01-01,33,Male,Post Graduate,Unemployed,3,0,0,False,
HIST_01659,PLFS_2026,Salem,E102,2024-07-01,42,Male,Graduate,Self-Employed,2,41,27767,False,
HIST_01660,PLFS_2026,Coimbatore,E103,2024-10-01,24,Female,Graduate,Employed,6,38,24251,False,
HIST_01661,PLFS_2026,Chennai,E105,2025-09-01,26,Male,Below Primary,Self-Employed,6,49,9752,False,
HIST_01662,PLFS_2026,Chennai,E105,2024-04-01,51,Female,Secondary,Employed,4,47,16759,False,
HIST_01663,PLFS_2026,Madurai,E101,2024-08-01,29,Female,Graduate,Employed,4,40,38173,False,
HIST_01664,PLFS_2026,Salem,E104,2025-10-01,22,Female,Below Primary,Employed,5,44,12717,False,
HIST_01665,PLFS_2026,Chennai,E104,2024-04-01,47,Female,Higher Secondary,Employed,3,51,10086,False,
HIST_01666,PLFS_2026,Salem,E102,2024-12-01,29,Male,Below Primary,Unemployed,2,0,0,False,
HIST_01667,PLFS_2026,Madurai,E107,2025-05-01,42,Female,Post Graduate,Employed,4,46,32940,False,
HIST_01668,PLFS_2026,Coimbatore,E103,2025-10-01,42,Female,Post Graduate,Self-Employed,4,52,43904,False,
HIST_01669,PLFS_2026,Salem,E102,2024-09-01,38,Female,Higher Secondary,Self-Employed,2,39,19580,False,
HIST_01670,PLFS_2026,Chennai,E101,2024-05-01,34,Male,Higher Secondary,Employed,4,50,21775,False,
HIST_01671,PLFS_2026,Coimbatore,E108,2024-03-01,38,Male,Post Graduate,Employed,4,40,30967,False,
HIST_01672,PLFS_2026,Salem,E103,2024-03-01,18,Female,Secondary,Employed,3,48,15469,False,
HIST_01673,PLFS_2026,Coimbatore,E106,2024-11-01,35,Female,Graduate,Employed,4,49,21954,False,
HIST_01674,PLFS_2026,Coimbatore,E106,2024-05-01,49,Male,Graduate,Employed,5,35,23386,False,
HIST_01675,PLFS_2026,Coimbatore,E108,2025-06-01,52,Male,Graduate,Employed,3,27,20161,False,
HIST_01676,PLFS_2026,Coimbatore,E104,2025-11-01,35,Male,Secondary,Employed,2,41,18116,False,
HIST_01677,PLFS_2026,Madurai,E101,2024-12-01,55,Female,Secondary,Self-Employed,3,53,23143,False,
HIST_01678,PLFS_2026,Chennai,E106,2024-12-01,55,Male,Higher Secondary,Employed,4,29,24027,False,
HIST_01679,PLFS_2026,Trichy,E107,2024-08-01,50,Male,Secondary,Employed,3,58,21095,False,
HIST_01680,PLFS_2026,Madurai,E102,2025-11-01,44,Male,Graduate,Unemployed,5,0,0,False,
HIST_01681,PLFS_2026,Coimbatore,E106,2024-02-01,32,Male,Post Graduate,Employed,5,38,36301,False,
HIST_01682,PLFS_2026,Trichy,E103,2024-01-01,25,Male,Higher Secondary,Employed,6,58,18110,False,
HIST_01683,PLFS_2026,Madurai,E102,2024-01-01,39,Female,Secondary,Self-Employed,3,49,19834,False,
HIST_01684,PLFS_2026,Coimbatore,E103,2025-12-01,47,Female,Graduate,Employed,4,68,22243,False,
HIST_01685,PLFS_2026,Salem,E108,2025-09-01,18,Male,Higher Secondary,Employed,3,32,15433,False,
HIST_01686,PLFS_2026,Chennai,E101,2025-08-01,25,Male,Post Graduate,Employed,2,37,41938,False,
HIST_01687,PLFS_2026,Coimbatore,E107,2025-10-01,31,Female,Post Graduate,Unemployed,3,0,0,False,
HIST_01688,PLFS_2026,Salem,E105,2025-11-01,34,Male,Graduate,Self-Employed,4,29,14644,False,
HIST_01689,PLFS_2026,Salem,E102,2025-05-01,42,Female,Secondary,Unemployed,4,0,0,False,
HIST_01690,PLFS_2026,Coimbatore,E101,2024-08-01,47,Female,Secondary,Self-Employed,3,47,24002,False,
HIST_01691,PLFS_2026,Trichy,E102,2025-11-01,18,Female,Graduate,Employed,4,62,29579,False,
HIST_01692,PLFS_2026,Coimbatore,E107,2024-06-01,57,Male,Higher Secondary,Unemployed,3,0,0,False,
HIST_01693,PLFS_2026,Madurai,E105,2024-04-01,18,Male,Below Primary,Employed,2,36,13972,False,
HIST_01694,PLFS_2026,Salem,E101,2024-08-01,48,Female,Secondary,Employed,4,51,17409,False,
HIST_01695,PLFS_2026,Chennai,E104,2025-08-01,52,Male,Higher Secondary,Employed,4,45,20831,False,
HIST_01696,PLFS_2026,Madurai,E101,2024-08-01,46,Female,Below Primary,Self-Employed,3,52,9282,False,
HIST_01697,PLFS_2026,Trichy,E101,2025-07-01,24,Female,Below Primary,Employed,4,44,10910,False,
HIST_01698,PLFS_2026,Chennai,E105,2024-01-01,48,Female,Higher Secondary,Self-Employed,3,43,28156,False,
HIST_01699,PLFS_2026,Trichy,E104,2024-11-01,56,Female,Higher Secondary,Self-Employed,6,42,27415,False,
HIST_01700,PLFS_2026,Chennai,E106,2025-02-01,26,Male,Post Graduate,Self-Employed,2,26,50713,False,
HIST_01701,PLFS_2026,Madurai,E101,2025-07-01,27,Female,Graduate,Employed,3,37,31892,False,
HIST_01702,PLFS_2026,Chennai,E105,2024-06-01,33,Male,Graduate,Employed,2,48,19971,False,
HIST_01703,PLFS_2026,Chennai,E104,2024-07-01,27,Male,Secondary,Self-Employed,1,33,18642,False,
HIST_01704,PLFS_2026,Trichy,E106,2025-03-01,18,Male,Higher Secondary,Employed,2,44,19608,False,
HIST_01705,PLFS_2026,Trichy,E107,2024-02-01,61,Female,Secondary,Employed,6,38,20005,False,
HIST_01706,PLFS_2026,Trichy,E102,2024-05-01,46,Female,Below Primary,Self-Employed,3,33,11970,False,
HIST_01707,PLFS_2026,Madurai,E105,2025-06-01,35,Male,Graduate,Employed,3,48,23795,False,
HIST_01708,PLFS_2026,Salem,E103,2024-10-01,24,Male,Below Primary,Employed,4,48,9176,False,
HIST_01709,PLFS_2026,Salem,E106,2024-03-01,49,Male,Secondary,Unemployed,1,0,0,False,
HIST_01710,PLFS_2026,Coimbatore,E105,2025-04-01,30,Female,Graduate,Unemployed,3,0,0,False,
HIST_01711,PLFS_2026,Madurai,E102,2025-07-01,65,Female,Below Primary,Employed,4,45,13142,False,
HIST_01712,PLFS_2026,Salem,E107,2025-02-01,65,Male,Graduate,Employed,2,36,23772,False,
HIST_01713,PLFS_2026,Trichy,E106,2024-12-01,38,Male,Graduate,Employed,1,45,37483,False,
HIST_01714,PLFS_2026,Salem,E101,2025-08-01,39,Male,Secondary,Unemployed,3,0,0,False,
HIST_01715,PLFS_2026,Trichy,E101,2024-05-01,28,Male,Higher Secondary,Employed,6,60,23129,False,
HIST_01716,PLFS_2026,Trichy,E107,2024-03-01,37,Male,Graduate,Self-Employed,5,53,23486,False,
HIST_01717,PLFS_2026,Chennai,E106,2025-03-01,31,Female,Post Graduate,Self-Employed,2,48,43066,False,
HIST_01718,PLFS_2026,Coimbatore,E102,2024-03-01,21,Male,Below Primary,Self-Employed,3,34,9842,False,
HIST_01719,PLFS_2026,Coimbatore,E107,2024-07-01,44,Female,Higher Secondary,Employed,3,42,14839,False,
HIST_01720,PLFS_2026,Salem,E108,2024-07-01,40,Female,Below Primary,Employed,3,39,11546,False,
HIST_01721,PLFS_2026,Chennai,E103,2025-04-01,40,Male,Secondary,Employed,2,33,24500,False,
HIST_01722,PLFS_2026,Chennai,E107,2024-02-01,30,Female,Graduate,Self-Employed,3,53,47762,False,
HIST_01723,PLFS_2026,Madurai,E101,2024-07-01,23,Male,Graduate,Employed,4,39,24982,False,
HIST_01724,PLFS_2026,Madurai,E102,2024-05-01,29,Male,Higher Secondary,Employed,2,44,15512,False,
HIST_01725,PLFS_2026,Salem,E108,2025-02-01,49,Male,Higher Secondary,Employed,4,48,19948,False,
HIST_01726,PLFS_2026,Chennai,E102,2025-02-01,33,Female,Higher Secondary,Employed,4,35,20424,False,
HIST_01727,PLFS_2026,Salem,E107,2025-04-01,27,Female,Post Graduate,Unemployed,2,0,0,False,
HIST_01728,PLFS_2026,Madurai,E107,2024-12-01,29,Female,Below Primary,Employed,5,53,8913,False,
HIST_01729,PLFS_2026,Trichy,E104,2024-03-01,24,Male,Higher Secondary,Unemployed,7,0,0,False,
HIST_01730,PLFS_2026,Salem,E101,2024-05-01,41,Female,Secondary,Employed,3,48,15418,False,
HIST_01731,PLFS_2026,Salem,E102,2025-10-01,18,Female,Higher Secondary,Employed,2,45,17023,False,
HIST_01732,PLFS_2026,Chennai,E108,2024-05-01,37,Female,Post Graduate,Employed,2,38,44484,False,
HIST_01733,PLFS_2026,Madurai,E104,2025-02-01,40,Male,Post Graduate,Employed,3,52,41652,False,
HIST_01734,PLFS_2026,Salem,E104,2024-07-01,55,Male,Higher Secondary,Self-Employed,3,41,16275,False,
HIST_01735,PLFS_2026,Chennai,E105,2024-10-01,32,Male,Graduate,Unemployed,5,0,0,False,
HIST_01736,PLFS_2026,Coimbatore,E107,2025-02-01,18,Female,Higher Secondary,Self-Employed,5,30,25951,False,
HIST_01737,PLFS_2026,Coimbatore,E106,2024-04-01,33,Male,Graduate,Employed,4,34,34558,False,
HIST_01738,PLFS_2026,Madurai,E103,2025-06-01,20,Female,Graduate,Employed,3,37,18176,False,
HIST_01739,PLFS_2026,Coimbatore,E105,2025-11-01,39,Male,Below Primary,Self-Employed,6,66,12233,False,
HIST_01740,PLFS_2026,Chennai,E102,2025-09-01,51,Male,Post Graduate,Self-Employed,4,48,35399,False,
HIST_01741,PLFS_2026,Chennai,E108,2025-12-01,40,Male,Graduate,Employed,4,40,27566,False,
HIST_01742,PLFS_2026,Chennai,E105,2025-02-01,37,Male,Secondary,Self-Employed,5,36,17814,False,
HIST_01743,PLFS_2026,Trichy,E107,2024-04-01,60,Male,Graduate,Self-Employed,5,55,28136,False,
HIST_01744,PLFS_2026,Salem,E108,2025-02-01,41,Female,Below Primary,Self-Employed,5,57,7316,False,
HIST_01745,PLFS_2026,Madurai,E105,2024-09-01,22,Female,Higher Secondary,Self-Employed,5,42,19044,False,
HIST_01746,PLFS_2026,Coimbatore,E104,2024-01-01,22,Female,Below Primary,Employed,3,33,17018,False,
HIST_01747,PLFS_2026,Madurai,E106,2025-05-01,37,Female,Higher Secondary,Employed,3,49,26234,False,
HIST_01748,PLFS_2026,Trichy,E107,2024-08-01,49,Female,Secondary,Unemployed,5,0,0,False,
HIST_01749,PLFS_2026,Coimbatore,E101,2025-07-01,47,Female,Secondary,Self-Employed,3,44,19435,False,
HIST_01750,PLFS_2026,Coimbatore,E103,2025-01-01,47,Female,Post Graduate,Employed,1,50,36223,False,
HIST_01751,PLFS_2026,Madurai,E102,2025-11-01,46,Male,Post Graduate,Employed,5,57,48286,False,
HIST_01752,PLFS_2026,Trichy,E107,2025-09-01,54,Female,Post Graduate,Employed,5,47,38244,False,
HIST_01753,PLFS_2026,Salem,E104,2024-03-01,48,Male,Below Primary,Employed,4,42,12971,False,
HIST_01754,PLFS_2026,Trichy,E103,2024-01-01,37,Male,Post Graduate,Employed,2,55,38419,False,
HIST_01755,PLFS_2026,Madurai,E108,2025-09-01,62,Female,Secondary,Employed,1,40,18117,False,
HIST_01756,PLFS_2026,Madurai,E105,2024-07-01,51,Male,Graduate,Self-Employed,4,47,21687,False,
HIST_01757,PLFS_2026,Chennai,E105,2024-03-01,24,Male,Below Primary,Unemployed,4,0,0,False,
HIST_01758,PLFS_2026,Trichy,E102,2024-04-01,44,Female,Post Graduate,Employed,2,57,47301,False,
HIST_01759,PLFS_2026,Madurai,E105,2024-09-01,19,Male,Below Primary,Employed,2,26,10121,False,
HIST_01760,PLFS_2026,Salem,E104,2025-01-01,47,Male,Graduate,Self-Employed,3,48,19474,False,
HIST_01761,PLFS_2026,Coimbatore,E102,2025-04-01,47,Male,Secondary,Unemployed,3,0,0,False,
HIST_01762,PLFS_2026,Coimbatore,E106,2025-09-01,22,Female,Secondary,Employed,2,52,19436,False,
HIST_01763,PLFS_2026,Chennai,E103,2025-10-01,50,Male,Below Primary,Self-Employed,4,46,7857,False,
HIST_01764,PLFS_2026,Salem,E108,2025-08-01,34,Male,Secondary,Employed,3,60,20473,False,
HIST_01765,PLFS_2026,Salem,E102,2024-07-01,56,Male,Post Graduate,Employed,4,39,38890,False,
HIST_01766,PLFS_2026,Trichy,E103,2024-07-01,40,Female,Below Primary,Self-Employed,2,41,11506,False,
HIST_01767,PLFS_2026,Chennai,E106,2024-05-01,57,Male,Below Primary,Unemployed,1,0,0,False,
HIST_01768,PLFS_2026,Madurai,E105,2024-09-01,21,Female,Secondary,Self-Employed,5,50,22516,False,
HIST_01769,PLFS_2026,Salem,E105,2025-03-01,47,Female,Graduate,Employed,6,49,27123,False,
HIST_01770,PLFS_2026,Coimbatore,E104,2024-09-01,42,Male,Secondary,Unemployed,5,0,0,False,
HIST_01771,PLFS_2026,Salem,E107,2024-04-01,34,Female,Secondary,Self-Employed,1,46,11209,False,
HIST_01772,PLFS_2026,Coimbatore,E107,2025-03-01,38,Female,Post Graduate,Unemployed,5,0,0,False,
HIST_01773,PLFS_2026,Salem,E102,2025-08-01,20,Female,Graduate,Employed,5,50,18390,False,
HIST_01774,PLFS_2026,Salem,E106,2025-09-01,65,Male,Graduate,Employed,3,37,20120,False,
HIST_01775,PLFS_2026,Chennai,E105,2025-07-01,35,Female,Higher Secondary,Unemployed,3,0,0,False,
HIST_01776,PLFS_2026,Trichy,E106,2025-01-01,45,Male,Below Primary,Employed,3,29,11641,False,
HIST_01777,PLFS_2026,Salem,E107,2024-06-01,18,Female,Secondary,Employed,4,37,18588,False,
HIST_01778,PLFS_2026,Salem,E106,2024-05-01,53,Female,Below Primary,Employed,2,53,10959,False,
HIST_01779,PLFS_2026,Chennai,E106,2024-07-01,59,Female,Post Graduate,Self-Employed,3,38,43223,False,
HIST_01780,PLFS_2026,Madurai,E102,2025-01-01,32,Female,Post Graduate,Employed,2,41,37660,False,
